OBJECTID,NM_MUNICIP,CD_GEOCMU,NM_ESTADO,SECAS2015,SHAPE_Length,SHAPE_Area
533,MONTADAS,2509503,PARAÍBA,2,0.221859461933679,0.00259394578296754
534,SÃO BENTO DO NORTE,2411601,RIO GRANDE DO NORTE,1,0.645445314101118,0.023548411578484
535,CATOLÉ DO ROCHA,2504306,PARAÍBA,2,1.22354486947753,0.0451208672379491
536,JUAREZ TÁVORA,2507606,PARAÍBA,1,0.391664928587916,0.00579929019087856
537,JUAZEIRINHO,2507705,PARAÍBA,2,0.956127905295795,0.0382648093967301
538,JUNCO DO SERIDÓ,2507804,PARAÍBA,2,0.721526302348092,0.013946497113897
539,MALTA,2508802,PARAÍBA,2,0.688673974977843,0.0127829407416754
540,MAMANGUAPE,2508901,PARAÍBA,1,1.16659177888313,0.027847261479556
541,RIACHO DE SANTO ANTÔNIO,2512788,PARAÍBA,2,0.614174415431985,0.00748464683057753
542,SÃO BENTO DO TRAIRÍ,2411700,RIO GRANDE DO NORTE,1,0.630552342867906,0.0155963813442598
543,BELÉM,2501906,PARAÍBA,1,0.498897887276117,0.00819117979609391
544,BELÉM DO BREJO DO CRUZ,2502003,PARAÍBA,2,1.37807974050219,0.0492677479275496
545,BERNARDINO BATISTA,2502052,PARAÍBA,2,0.326896797163243,0.0041388810351685
546,SANTANA DE MANGUEIRA,2513505,PARAÍBA,2,0.99055206997092,0.0329551685628481
547,SANTANA DOS GARROTES,2513604,PARAÍBA,2,0.772004334341477,0.0289784613685926
548,JOCA CLAUDINO,2513653,PARAÍBA,2,0.348921199905936,0.00604993996383554
549,RIACHO DOS CAVALOS,2512804,PARAÍBA,2,0.708278833977829,0.0215840382200361
550,RIO TINTO,2512903,PARAÍBA,1,1.28435778524593,0.0380917455719367
551,VIÇOSA,2414902,RIO GRANDE DO NORTE,1,0.283389259847242,0.00309582621160264
552,BOA VENTURA,2502102,PARAÍBA,2,0.523029558624546,0.0139723170118242
553,PAU DOS FERROS,2409407,RIO GRANDE DO NORTE,1,0.760350689901909,0.021237064649523
554,PEDRA GRANDE,2409506,RIO GRANDE DO NORTE,1,0.567658595963732,0.0180593230822938
555,PEDRA PRETA,2409605,RIO GRANDE DO NORTE,1,0.643056090010032,0.0240723412076724
556,PEDRO AVELINO,2409704,RIO GRANDE DO NORTE,1,1.14896291112299,0.0777473883119593
557,SÃO MIGUEL,2412500,RIO GRANDE DO NORTE,1,0.816632201489494,0.013582418727142
558,SÃO MIGUEL DO GOSTOSO,2412559,RIO GRANDE DO NORTE,1,0.794300194576548,0.0280216558322772
559,SÃO PAULO DO POTENGI,2412609,RIO GRANDE DO NORTE,1,0.580902326597451,0.0196345067351079
560,SÃO PEDRO,2412708,RIO GRANDE DO NORTE,1,0.562095556937815,0.0159432585805032
561,TANGARÁ,2414001,RIO GRANDE DO NORTE,1,0.81553660716391,0.0291567016535243
562,TENENTE ANANIAS,2414100,RIO GRANDE DO NORTE,1,0.613964067896945,0.0182836509731775
563,TENENTE LAURENTINO CRUZ,2414159,RIO GRANDE DO NORTE,1,0.481554583103879,0.00607647187765358
564,ÁGUA BRANCA,2500106,PARAÍBA,2,0.742483595826765,0.0193825302937842
565,AGUIAR,2500205,PARAÍBA,2,0.993151598940503,0.0282135105848616
566,ALAGOA GRANDE,2500304,PARAÍBA,1,0.812589987363185,0.0262364130574186
567,ALAGOA NOVA,2500403,PARAÍBA,1,0.524091898105656,0.0100060341407012
568,DUAS ESTRADAS,2505808,PARAÍBA,1,0.265251127896297,0.00214788711186999
569,MONTE HOREBE,2509602,PARAÍBA,2,0.658269029567099,0.00951115741728472
570,MONTEIRO,2509701,PARAÍBA,2,1.51654110203025,0.0808814620860033
571,MULUNGU,2509800,PARAÍBA,1,0.617412464982222,0.0159834303230332
572,NATUBA,2509909,PARAÍBA,2,0.817899455312354,0.016664434241254
573,CABACEIRAS,2503100,PARAÍBA,2,1.17332914540597,0.0371015310386913
574,CACHOEIRA DOS ÍNDIOS,2503308,PARAÍBA,2,0.59360564184658,0.0157979049196445
575,CACIMBA DE AREIA,2503407,PARAÍBA,2,0.578066711182854,0.0180401201834127
576,GADO BRAVO,2506251,PARAÍBA,2,0.807557544934704,0.0157656936915446
577,CATURITÉ,2504355,PARAÍBA,2,0.508645557899441,0.00967188171994649
578,CONCEIÇÃO,2504405,PARAÍBA,2,1.54142068943869,0.0474698487405696
579,CONDADO,2504504,PARAÍBA,2,0.88614597541524,0.0229839947054709
580,EMAS,2505907,PARAÍBA,2,0.59676569848947,0.0197177234660867
581,ESPERANÇA,2506004,PARAÍBA,2,0.608933568427702,0.0131866552402459
582,FAGUNDES,2506103,PARAÍBA,2,0.613691456992664,0.0154817448520056
583,FREI MARTINHO,2506202,PARAÍBA,2,0.843225943082536,0.0199702677091694
584,SÃO FERNANDO,2411809,RIO GRANDE DO NORTE,1,0.888905583566306,0.0330516572965384
